Edition,Sport,NOC,Medal,vitoria por medalha,,
1976,Weightlifting,HUN,Silver,1,,
1976,Weightlifting,IRI,Bronze,1,,
1976,Weightlifting,JPN,Bronze,2,,
1976,Weightlifting,POL,Bronze,2,,
1976,Weightlifting,POL,Silver,1,,
1976,Weightlifting,URS,Gold,7,,
1976,Weightlifting,URS,Silver,1,,
1976,Weightlifting,USA,Silver,1,,
1976,Wrestling,BUL,Bronze,3,,
1976,Wrestling,BUL,Gold,1,,
1976,Wrestling,BUL,Silver,3,,
1976,Wrestling,FIN,Gold,1,,
1976,Wrestling,FRG,Bronze,2,,
1976,Wrestling,GDR,Bronze,1,,
1976,Wrestling,GDR,Silver,1,,
1976,Wrestling,HUN,Bronze,1,,
1976,Wrestling,HUN,Silver,1,,
1976,Wrestling,IRI,Silver,1,,
1976,Wrestling,JPN,Bronze,4,,
1976,Wrestling,JPN,Gold,2,,
1976,Wrestling,KOR,Bronze,1,,
1976,Wrestling,KOR,Gold,1,,
1976,Wrestling,MGL,Silver,1,,
1976,Wrestling,POL,Bronze,2,,
1976,Wrestling,POL,Gold,1,,
1976,Wrestling,ROU,Bronze,3,,
1976,Wrestling,ROU,Silver,3,,
1976,Wrestling,TCH,Silver,1,,
1976,Wrestling,URS,Bronze,1,,
1976,Wrestling,URS,Gold,12,,
1976,Wrestling,URS,Silver,5,,
1976,Wrestling,USA,Bronze,2,,
1976,Wrestling,USA,Gold,1,,
1976,Wrestling,USA,Silver,3,,
1976,Wrestling,YUG,Gold,1,,
1976,Wrestling,YUG,Silver,1,,
1980,Aquatics,AUS,Bronze,5,,
1980,Aquatics,AUS,Gold,5,,
1980,Aquatics,BRA,Bronze,4,,
1980,Aquatics,DEN,Bronze,1,,
1980,Aquatics,ESP,Bronze,1,,
1980,Aquatics,GBR,Bronze,4,,
1980,Aquatics,GBR,Gold,1,,
1980,Aquatics,GBR,Silver,6,,
1980,Aquatics,GDR,Bronze,9,,
1980,Aquatics,GDR,Gold,20,,
1980,Aquatics,GDR,Silver,14,,
1980,Aquatics,HUN,Bronze,12,,
1980,Aquatics,HUN,Gold,1,,
1980,Aquatics,HUN,Silver,2,,
1980,Aquatics,ITA,Bronze,1,,
1980,Aquatics,MEX,Silver,1,,
1980,Aquatics,NED,Bronze,4,,
1980,Aquatics,POL,Bronze,1,,
1980,Aquatics,SWE,Bronze,1,,
1980,Aquatics,SWE,Gold,2,,
1980,Aquatics,SWE,Silver,5,,
1980,Aquatics,URS,Bronze,10,,
1980,Aquatics,URS,Gold,24,,
1980,Aquatics,URS,Silver,14,,
1980,Aquatics,YUG,Silver,11,,
1980,Archery,FIN,Bronze,1,,
1980,Archery,FIN,Gold,1,,
1980,Archery,ITA,Bronze,1,,
1980,Archery,URS,Gold,1,,
1980,Archery,URS,Silver,2,,
1980,Athletics,AUS,Silver,1,,
1980,Athletics,BRA,Bronze,1,,
1980,Athletics,BUL,Bronze,1,,
1980,Athletics,BUL,Silver,1,,
1980,Athletics,CUB,Bronze,1,,
1980,Athletics,CUB,Gold,1,,
1980,Athletics,CUB,Silver,2,,
1980,Athletics,ESP,Silver,1,,
1980,Athletics,ETH,Bronze,2,,
1980,Athletics,ETH,Gold,2,,
1980,Athletics,FIN,Bronze,1,,
1980,Athletics,FIN,Silver,1,,
1980,Athletics,FRA,Bronze,4,,
1980,Athletics,GBR,Bronze,10,,
1980,Athletics,GBR,Gold,4,,
1980,Athletics,GBR,Silver,2,,
1980,Athletics,GDR,Bronze,10,,
1980,Athletics,GDR,Gold,14,,
1980,Athletics,GDR,Silver,14,,
1980,Athletics,ITA,Bronze,4,,
1980,Athletics,ITA,Gold,3,,
1980,Athletics,JAM,Bronze,2,,
1980,Athletics,NED,Silver,1,,
1980,Athletics,POL,Bronze,1,,
1980,Athletics,POL,Gold,2,,
1980,Athletics,POL,Silver,7,,
1980,Athletics,TAN,Silver,2,,
1980,Athletics,TCH,Silver,2,,
1980,Athletics,URS,Bronze,12,,
1980,Athletics,URS,Gold,24,,
1980,Athletics,URS,Silver,17,,
1980,Basketball,BUL,Silver,12,,
1980,Basketball,ITA,Silver,12,,
1980,Basketball,URS,Bronze,12,,
1980,Basketball,URS,Gold,12,,
1980,Basketball,YUG,Bronze,12,,
1980,Basketball,YUG,Gold,12,,
1980,Boxing,BUL,Bronze,1,,
1980,Boxing,BUL,Gold,1,,
1980,Boxing,CUB,Bronze,2,,
1980,Boxing,CUB,Gold,6,,
1980,Boxing,CUB,Silver,2,,
1980,Boxing,GBR,Bronze,1,,
1980,Boxing,GDR,Bronze,5,,
1980,Boxing,GDR,Gold,1,,
1980,Boxing,GUY,Bronze,1,,
1980,Boxing,HUN,Bronze,2,,
1980,Boxing,IRL,Bronze,1,,
1980,Boxing,ITA,Gold,1,,
1980,Boxing,POL,Bronze,4,,
1980,Boxing,POL,Silver,1,,
1980,Boxing,PRK,Bronze,1,,
1980,Boxing,ROU,Bronze,2,,
1980,Boxing,TCH,Bronze,1,,
1980,Boxing,UGA,Silver,1,,
1980,Boxing,URS,Bronze,1,,
1980,Boxing,URS,Gold,1,,
1980,Boxing,URS,Silver,6,,
1980,Boxing,VEN,Silver,1,,
1980,Boxing,YUG,Gold,1,,
1980,Canoe / Kayak,AUS,Silver,1,,
1980,Canoe / Kayak,BUL,Bronze,6,,
1980,Canoe / Kayak,BUL,Gold,1,,
1980,Canoe / Kayak,BUL,Silver,2,,
1980,Canoe / Kayak,ESP,Bronze,2,,
1980,Canoe / Kayak,ESP,Silver,2,,
1980,Canoe / Kayak,FRA,Silver,1,,
1980,Canoe / Kayak,GDR,Bronze,4,,
1980,Canoe / Kayak,GDR,Gold,8,,
1980,Canoe / Kayak,GDR,Silver,2,,
1980,Canoe / Kayak,HUN,Bronze,2,,
1980,Canoe / Kayak,HUN,Gold,2,,
1980,Canoe / Kayak,HUN,Silver,2,,
1980,Canoe / Kayak,ROU,Bronze,2,,
1980,Canoe / Kayak,ROU,Gold,2,,
1980,Canoe / Kayak,ROU,Silver,6,,
1980,Canoe / Kayak,URS,Bronze,3,,
1980,Canoe / Kayak,URS,Gold,6,,
1980,Canoe / Kayak,URS,Silver,3,,
1980,Cycling,DEN,Bronze,1,,
1980,Cycling,FRA,Silver,2,,
1980,Cycling,GDR,Gold,2,,
1980,Cycling,GDR,Silver,8,,
1980,Cycling,JAM,Bronze,1,,
1980,Cycling,POL,Silver,1,,
1980,Cycling,SUI,Gold,1,,
1980,Cycling,TCH,Bronze,8,,
1980,Cycling,URS,Bronze,2,,
1980,Cycling,URS,Gold,9,,
1980,Cycling,URS,Silver,1,,
1980,Equestrian,AUT,Gold,1,,
1980,Equestrian,BUL,Silver,5,,
1980,Equestrian,ITA,Gold,1,,
1980,Equestrian,ITA,Silver,4,,
1980,Equestrian,MEX,Bronze,11,,
1980,Equestrian,POL,Gold,1,,
1980,Equestrian,POL,Silver,4,,
1980,Equestrian,ROU,Bronze,5,,
1980,Equestrian,URS,Bronze,3,,
1980,Equestrian,URS,Gold,21,,
1980,Equestrian,URS,Silver,6,,
1980,Fencing,FRA,Bronze,1,,
1980,Fencing,FRA,Gold,16,,
1980,Fencing,FRA,Silver,1,,
1980,Fencing,HUN,Bronze,11,,
1980,Fencing,HUN,Silver,2,,
1980,Fencing,ITA,Silver,5,,
1980,Fencing,POL,Bronze,5,,
1980,Fencing,POL,Silver,5,,
1980,Fencing,SWE,Gold,1,,
1980,Fencing,URS,Bronze,5,,
1980,Fencing,URS,Gold,7,,
1980,Fencing,URS,Silver,11,,
1980,Football,GDR,Silver,17,,
1980,Football,TCH,Gold,17,,
1980,Football,URS,Bronze,17,,
1980,Gymnastics,BUL,Bronze,1,,
1980,Gymnastics,BUL,Gold,1,,
1980,Gymnastics,GDR,Bronze,11,,
1980,Gymnastics,GDR,Gold,2,,
1980,Gymnastics,GDR,Silver,8,,
1980,Gymnastics,HUN,Bronze,6,,
1980,Gymnastics,HUN,Gold,1,,
1980,Gymnastics,ROU,Bronze,2,,
1980,Gymnastics,ROU,Gold,2,,
1980,Gymnastics,ROU,Silver,8,,
1980,Gymnastics,TCH,Bronze,1,,
1980,Gymnastics,URS,Bronze,5,,
1980,Gymnastics,URS,Gold,19,,
1980,Gymnastics,URS,Silver,8,,
1980,Handball,GDR,Bronze,14,,
1980,Handball,GDR,Gold,14,,
1980,Handball,ROU,Bronze,14,,
1980,Handball,URS,Gold,14,,
1980,Handball,URS,Silver,14,,
1980,Handball,YUG,Silver,14,,
1980,Hockey,ESP,Silver,16,,
1980,Hockey,IND,Gold,16,,
1980,Hockey,TCH,Silver,16,,
1980,Hockey,URS,Bronze,32,,
1980,Hockey,ZIM,Gold,16,,
1980,Judo,BEL,Gold,1,,
1980,Judo,BUL,Bronze,1,,
1980,Judo,BUL,Silver,1,,
1980,Judo,CUB,Silver,3,,
1980,Judo,FRA,Bronze,1,,
1980,Judo,FRA,Gold,2,,
1980,Judo,FRA,Silver,1,,
1980,Judo,GBR,Bronze,1,,
1980,Judo,GBR,Silver,1,,
1980,Judo,GDR,Bronze,4,,
1980,Judo,GDR,Gold,1,,
1980,Judo,HUN,Bronze,2,,
1980,Judo,ITA,Gold,1,,
1980,Judo,MGL,Bronze,1,,
1980,Judo,MGL,Silver,1,,
1980,Judo,NED,Bronze,1,,
1980,Judo,POL,Bronze,1,,
1980,Judo,SUI,Gold,1,,
1980,Judo,TCH,Bronze,1,,
1980,Judo,URS,Bronze,2,,
1980,Judo,URS,Gold,2,,
1980,Judo,URS,Silver,1,,
1980,Judo,YUG,Bronze,1,,
1980,Modern Pentathlon,HUN,Silver,4,,
1980,Modern Pentathlon,SWE,Bronze,3,,
1980,Modern Pentathlon,URS,Bronze,1,,
1980,Modern Pentathlon,URS,Gold,4,,
1980,Rowing,BUL,Bronze,11,,
1980,Rowing,BUL,Silver,5,,
1980,Rowing,FIN,Gold,1,,
1980,Rowing,GBR,Bronze,6,,
1980,Rowing,GBR,Silver,9,,
1980,Rowing,GDR,Bronze,2,,
1980,Rowing,GDR,Gold,50,,
1980,Rowing,GDR,Silver,2,,
1980,Rowing,POL,Bronze,5,,
1980,Rowing,POL,Silver,2,,
1980,Rowing,ROU,Bronze,11,,
1980,Rowing,ROU,Gold,1,,
1980,Rowing,TCH,Bronze,2,,
1980,Rowing,URS,Bronze,14,,
1980,Rowing,URS,Gold,2,,
1980,Rowing,URS,Silver,34,,
1980,Rowing,YUG,Bronze,3,,
1980,Rowing,YUG,Silver,2,,
1980,Sailing,AUT,Silver,3,,
1980,Sailing,BRA,Gold,4,,
1980,Sailing,DEN,Gold,3,,
1980,Sailing,DEN,Silver,2,,
1980,Sailing,ESP,Gold,2,,
1980,Sailing,FIN,Bronze,2,,
1980,Sailing,FIN,Gold,1,,
1980,Sailing,GDR,Silver,2,,
1980,Sailing,GRE,Bronze,3,,
1980,Sailing,HUN,Bronze,2,,
1980,Sailing,IRL,Silver,2,,
1980,Sailing,ITA,Bronze,2,,
1980,Sailing,SWE,Bronze,2,,
1980,Sailing,URS,Bronze,1,,
1980,Sailing,URS,Gold,2,,
1980,Sailing,URS,Silver,3,,
1980,Shooting,AUT,Bronze,1,,
1980,Shooting,BUL,Bronze,2,,
1980,Shooting,CUB,Bronze,1,,
1980,Shooting,DEN,Gold,1,,
1980,Shooting,GDR,Bronze,1,,
1980,Shooting,GDR,Silver,5,,
1980,Shooting,HUN,Gold,1,,
1980,Shooting,ITA,Gold,1,,
1980,Shooting,ROU,Gold,1,,
1980,Shooting,SWE,Bronze,1,,
1980,Shooting,SWE,Silver,1,,
1980,Shooting,URS,Bronze,1,,
1980,Shooting,URS,Gold,3,,
1980,Shooting,URS,Silver,1,,
1980,Volleyball,BUL,Bronze,12,,
1980,Volleyball,BUL,Silver,12,,
1980,Volleyball,GDR,Silver,12,,
1980,Volleyball,ROU,Bronze,12,,
1980,Volleyball,URS,Gold,24,,
1980,Weightlifting,BUL,Bronze,2,,
1980,Weightlifting,BUL,Gold,2,,
1980,Weightlifting,BUL,Silver,4,,
1980,Weightlifting,CUB,Bronze,1,,
1980,Weightlifting,CUB,Gold,1,,
1980,Weightlifting,GDR,Bronze,1,,
1980,Weightlifting,GDR,Silver,2,,
1980,Weightlifting,HUN,Bronze,1,,
1980,Weightlifting,HUN,Gold,1,,
1980,Weightlifting,POL,Bronze,3,,
1980,Weightlifting,PRK,Bronze,1,,
1980,Weightlifting,PRK,Silver,1,,
1980,Weightlifting,TCH,Bronze,1,,
1980,Weightlifting,TCH,Gold,1,,
1980,Weightlifting,URS,Gold,5,,
1980,Weightlifting,URS,Silver,3,,
1980,Wrestling,BUL,Bronze,3,,
1980,Wrestling,BUL,Gold,3,,
1980,Wrestling,BUL,Silver,4,,
1980,Wrestling,FIN,Bronze,1,,
1980,Wrestling,GDR,Silver,1,,
1980,Wrestling,GRE,Bronze,1,,
1980,Wrestling,GRE,Gold,1,,
1980,Wrestling,HUN,Bronze,2,,
1980,Wrestling,HUN,Gold,2,,
1980,Wrestling,HUN,Silver,3,,
1980,Wrestling,ITA,Gold,1,,
1980,Wrestling,LIB,Bronze,1,,
1980,Wrestling,MGL,Bronze,1,,
1980,Wrestling,MGL,Silver,1,,
1980,Wrestling,POL,Bronze,2,,
1980,Wrestling,POL,Silver,5,,
1980,Wrestling,PRK,Silver,2,,
1980,Wrestling,ROU,Bronze,2,,
1980,Wrestling,ROU,Gold,1,,
1980,Wrestling,ROU,Silver,1,,
1980,Wrestling,SWE,Bronze,2,,
1980,Wrestling,TCH,Bronze,2,,
1980,Wrestling,URS,Bronze,2,,
1980,Wrestling,URS,Gold,12,,
1980,Wrestling,URS,Silver,3,,
1980,Wrestling,YUG,Bronze,1,,
1984,Aquatics,AUS,Bronze,9,,
1984,Aquatics,AUS,Gold,1,,
1984,Aquatics,AUS,Silver,8,,
1984,Aquatics,BEL,Bronze,1,,
1984,Aquatics,BRA,Silver,1,,
1984,Aquatics,CAN,Bronze,6,,
1984,Aquatics,CAN,Gold,5,,
1984,Aquatics,CAN,Silver,9,,
1984,Aquatics,CHN,Bronze,1,,
1984,Aquatics,CHN,Gold,1,,
1984,Aquatics,CHN,Silver,1,,
1984,Aquatics,FRA,Bronze,1,,
1984,Aquatics,FRA,Silver,1,,
1984,Aquatics,FRG,Bronze,22,,
1984,Aquatics,FRG,Gold,2,,
1984,Aquatics,FRG,Silver,9,,
1984,Aquatics,GBR,Bronze,7,,
1984,Aquatics,GBR,Silver,1,,
1984,Aquatics,JPN,Bronze,3,,
1984,Aquatics,NED,Bronze,3,,
1984,Aquatics,NED,Gold,2,,
1984,Aquatics,NED,Silver,4,,
1984,Aquatics,ROU,Bronze,1,,
1984,Aquatics,SUI,Bronze,1,,
1984,Aquatics,SWE,Bronze,5,,
1984,Aquatics,USA,Bronze,3,,
1984,Aquatics,USA,Gold,41,,
1984,Aquatics,USA,Silver,29,,
1984,Aquatics,VEN,Bronze,1,,
1984,Aquatics,YUG,Gold,13,,
1984,Archery,CHN,Silver,1,,
1984,Archery,JPN,Bronze,1,,
1984,Archery,KOR,Bronze,1,,
1984,Archery,KOR,Gold,1,,
1984,Archery,USA,Gold,1,,
1984,Archery,USA,Silver,1,,
1984,Athletics,AUS,Bronze,1,,
1984,Athletics,AUS,Gold,1,,
1984,Athletics,AUS,Silver,1,,
1984,Athletics,BRA,Gold,1,,
1984,Athletics,CAN,Bronze,6,,
1984,Athletics,CAN,Silver,8,,
1984,Athletics,CHN,Bronze,1,,
1984,Athletics,CIV,Silver,1,,
1984,Athletics,ESP,Bronze,1,,
1984,Athletics,FIN,Bronze,1,,
1984,Athletics,FIN,Gold,2,,
1984,Athletics,FIN,Silver,1,,
1984,Athletics,FRA,Bronze,2,,
1984,Athletics,FRA,Gold,1,,
1984,Athletics,FRA,Silver,1,,
1984,Athletics,FRG,Bronze,8,,
1984,Athletics,FRG,Gold,4,,
1984,Athletics,FRG,Silver,2,,
1984,Athletics,GBR,Bronze,9,,
1984,Athletics,GBR,Gold,3,,
1984,Athletics,GBR,Silver,10,,
1984,Athletics,IRL,Silver,1,,
1984,Athletics,ITA,Bronze,3,,
1984,Athletics,ITA,Gold,3,,
1984,Athletics,ITA,Silver,1,,
1984,Athletics,JAM,Bronze,2,,
1984,Athletics,JAM,Silver,4,,
1984,Athletics,KEN,Bronze,1,,
1984,Athletics,KEN,Gold,1,,
1984,Athletics,MAR,Gold,2,,
1984,Athletics,MEX,Gold,2,,
1984,Athletics,MEX,Silver,1,,
1984,Athletics,NED,Gold,1,,
1984,Athletics,NGR,Bronze,4,,
1984,Athletics,NOR,Silver,1,,
1984,Athletics,POR,Bronze,2,,
1984,Athletics,POR,Gold,1,,
1984,Athletics,ROU,Bronze,4,,
1984,Athletics,ROU,Gold,3,,
1984,Athletics,ROU,Silver,3,,
1984,Athletics,SUI,Silver,1,,
1984,Athletics,SWE,Bronze,1,,
1984,Athletics,SWE,Silver,2,,
1984,Athletics,USA,Bronze,9,,
1984,Athletics,USA,Gold,28,,
1984,Athletics,USA,Silver,15,,
1984,Basketball,CHN,Bronze,12,,
1984,Basketball,ESP,Silver,12,,
1984,Basketball,KOR,Silver,12,,
1984,Basketball,USA,Gold,24,,
1984,Basketball,YUG,Bronze,12,,
1984,Boxing,ALG,Bronze,2,,
1984,Boxing,CAN,Bronze,1,,
1984,Boxing,CAN,Silver,2,,
1984,Boxing,CMR,Bronze,1,,
1984,Boxing,DOM,Bronze,1,,
1984,Boxing,FIN,Bronze,1,,
1984,Boxing,FRA,Bronze,1,,
1984,Boxing,FRG,Bronze,1,,
1984,Boxing,GBR,Bronze,1,,
1984,Boxing,ITA,Bronze,2,,
1984,Boxing,ITA,Gold,1,,
1984,Boxing,ITA,Silver,2,,
1984,Boxing,KEN,Bronze,1,,
1984,Boxing,KOR,Bronze,1,,
1984,Boxing,KOR,Gold,1,,
1984,Boxing,KOR,Silver,1,,
1984,Boxing,MEX,Silver,1,,
1984,Boxing,NED,Bronze,1,,
1984,Boxing,NGR,Silver,1,,
1984,Boxing,NZL,Silver,1,,
1984,Boxing,PUR,Bronze,1,,
1984,Boxing,PUR,Silver,1,,
1984,Boxing,ROU,Bronze,1,,
1984,Boxing,THA,Silver,1,,
1984,Boxing,TUR,Bronze,2,,
1984,Boxing,USA,Bronze,1,,
1984,Boxing,USA,Gold,9,,
1984,Boxing,USA,Silver,1,,
1984,Boxing,VEN,Bronze,2,,
1984,Boxing,YUG,Bronze,2,,
1984,Boxing,YUG,Gold,1,,
1984,Boxing,YUG,Silver,1,,
1984,Boxing,ZAM,Bronze,1,,
1984,Canoe / Kayak,AUS,Bronze,2,,
1984,Canoe / Kayak,CAN,Bronze,6,,
1984,Canoe / Kayak,CAN,Gold,3,,
1984,Canoe / Kayak,CAN,Silver,3,,
1984,Canoe / Kayak,DEN,Bronze,1,,
1984,Canoe / Kayak,DEN,Silver,1,,
1984,Canoe / Kayak,ESP,Bronze,2,,
1984,Canoe / Kayak,FRA,Bronze,7,,
1984,Canoe / Kayak,FRA,Silver,2,,
1984,Canoe / Kayak,FRG,Bronze,2,,
1984,Canoe / Kayak,FRG,Gold,1,,
1984,Canoe / Kayak,FRG,Silver,1,,
1984,Canoe / Kayak,NED,Bronze,1,,
1984,Canoe / Kayak,NZL,Gold,8,,
1984,Canoe / Kayak,ROU,Bronze,1,,
1984,Canoe / Kayak,ROU,Gold,6,,
1984,Canoe / Kayak,ROU,Silver,2,,
1984,Canoe / Kayak,SWE,Gold,3,,
1984,Canoe / Kayak,SWE,Silver,11,,
1984,Canoe / Kayak,USA,Bronze,1,,
1984,Canoe / Kayak,YUG,Gold,2,,
1984,Canoe / Kayak,YUG,Silver,3,,
1984,Cycling,AUS,Gold,4,,
1984,Cycling,BEL,Gold,1,,
1984,Cycling,CAN,Silver,2,,
1984,Cycling,FRA,Bronze,1,,
1984,Cycling,FRG,Bronze,5,,
1984,Cycling,FRG,Gold,1,,
1984,Cycling,FRG,Silver,2,,
1984,Cycling,ITA,Gold,4,,
1984,Cycling,JPN,Bronze,1,,
1984,Cycling,MEX,Bronze,1,,
1984,Cycling,NOR,Bronze,1,,
1984,Cycling,SUI,Silver,4,,
1984,Cycling,USA,Bronze,5,,
1984,Cycling,USA,Gold,4,,
1984,Cycling,USA,Silver,6,,
1984,Equestrian,DEN,Silver,3,,
1984,Equestrian,FRG,Bronze,8,,
1984,Equestrian,FRG,Gold,5,,
1984,Equestrian,GBR,Bronze,1,,
1984,Equestrian,GBR,Silver,8,,
1984,Equestrian,NZL,Gold,1,,
1984,Equestrian,SUI,Bronze,4,,
1984,Equestrian,SUI,Silver,3,,
1984,Equestrian,SWE,Bronze,3,,
1984,Equestrian,USA,Gold,9,,
1984,Equestrian,USA,Silver,2,,
1984,Fencing,CHN,Gold,1,,
1984,Fencing,FRA,Bronze,11,,
1984,Fencing,FRA,Gold,2,,
1984,Fencing,FRA,Silver,10,,
1984,Fencing,FRG,Gold,10,,
1984,Fencing,FRG,Silver,7,,
1984,Fencing,ITA,Bronze,7,,
1984,Fencing,ITA,Gold,11,,
1984,Fencing,ITA,Silver,1,,
1984,Fencing,ROU,Bronze,5,,
1984,Fencing,ROU,Silver,5,,
1984,Fencing,SWE,Silver,1,,
1984,Fencing,USA,Bronze,1,,
1984,Football,BRA,Silver,17,,
1984,Football,FRA,Gold,17,,
1984,Football,YUG,Bronze,17,,
1984,Gymnastics,CAN,Gold,1,,
1984,Gymnastics,CHN,Bronze,7,,
1984,Gymnastics,CHN,Gold,5,,
1984,Gymnastics,CHN,Silver,9,,
1984,Gymnastics,FRA,Bronze,1,,
1984,Gymnastics,FRG,Bronze,1,,
1984,Gymnastics,JPN,Bronze,8,,
1984,Gymnastics,JPN,Gold,3,,
1984,Gymnastics,JPN,Silver,3,,
1984,Gymnastics,ROU,Bronze,2,,
1984,Gymnastics,ROU,Gold,10,,
1984,Gymnastics,ROU,Silver,2,,
1984,Gymnastics,USA,Bronze,6,,
1984,Gymnastics,USA,Gold,10,,
1984,Gymnastics,USA,Silver,10,,
1984,Handball,CHN,Bronze,13,,
1984,Handball,FRG,Silver,15,,
1984,Handball,KOR,Silver,13,,
1984,Handball,ROU,Bronze,15,,
1984,Handball,YUG,Gold,29,,
1984,Hockey,FRG,Silver,32,,
1984,Hockey,GBR,Bronze,16,,
1984,Hockey,NED,Gold,16,,
1984,Hockey,PAK,Gold,16,,
1984,Hockey,USA,Bronze,16,,
1984,Judo,AUT,Bronze,1,,
1984,Judo,AUT,Gold,1,,
1984,Judo,BRA,Bronze,2,,
1984,Judo,BRA,Silver,1,,
1984,Judo,CAN,Bronze,1,,
1984,Judo,EGY,Silver,1,,
1984,Judo,FRA,Bronze,2,,
1984,Judo,FRA,Silver,1,,
1984,Judo,FRG,Bronze,2,,
1984,Judo,FRG,Gold,1,,
1984,Judo,GBR,Bronze,2,,
1984,Judo,GBR,Silver,1,,
1984,Judo,ISL,Bronze,1,,
1984,Judo,ITA,Silver,1,,
1984,Judo,JPN,Bronze,1,,
1984,Judo,JPN,Gold,4,,
1984,Judo,KOR,Bronze,1,,
1984,Judo,KOR,Gold,2,,
1984,Judo,KOR,Silver,2,,
1984,Judo,ROU,Bronze,2,,
1984,Judo,USA,Bronze,1,,
1984,Judo,USA,Silver,1,,
1984,Modern Pentathlon,FRA,Bronze,3,,
1984,Modern Pentathlon,ITA,Bronze,1,,
1984,Modern Pentathlon,ITA,Gold,4,,
1984,Modern Pentathlon,SWE,Silver,1,,
1984,Modern Pentathlon,USA,Silver,3,,
1984,Rowing,AUS,Bronze,14,,
1984,Rowing,AUS,Silver,4,,
1984,Rowing,BEL,Bronze,1,,
1984,Rowing,BEL,Silver,2,,
1984,Rowing,CAN,Bronze,7,,
1984,Rowing,CAN,Gold,9,,
1984,Rowing,CAN,Silver,7,,
1984,Rowing,DEN,Bronze,9,,
1984,Rowing,ESP,Silver,2,,
1984,Rowing,FIN,Gold,1,,
1984,Rowing,FRG,Bronze,2,,
1984,Rowing,FRG,Gold,4,,
1984,Rowing,FRG,Silver,1,,
1984,Rowing,GBR,Gold,5,,
1984,Rowing,ITA,Gold,3,,
1984,Rowing,NED,Bronze,9,,
1984,Rowing,NED,Silver,2,,
1984,Rowing,NOR,Bronze,2,,
1984,Rowing,NZL,Bronze,5,,
1984,Rowing,NZL,Gold,4,,
1984,Rowing,ROU,Gold,17,,
1984,Rowing,ROU,Silver,12,,
1984,Rowing,USA,Bronze,3,,
1984,Rowing,USA,Gold,11,,
1984,Rowing,USA,Silver,24,,
1984,Rowing,YUG,Bronze,2,,
1984,Sailing,AUS,Bronze,2,,
1984,Sailing,BRA,Silver,3,,
1984,Sailing,CAN,Bronze,4,,
1984,Sailing,CAN,Silver,2,,
1984,Sailing,ESP,Gold,2,,
1984,Sailing,FRA,Bronze,2,,
1984,Sailing,FRG,Silver,2,,
1984,Sailing,GBR,Bronze,2,,
1984,Sailing,ITA,Bronze,2,,
1984,Sailing,NED,Gold,1,,
1984,Sailing,NZL,Bronze,1,,
1984,Sailing,NZL,Gold,3,,
1984,Sailing,USA,Gold,7,,
1984,Sailing,USA,Silver,6,,
1984,Shooting,AUS,Bronze,1,,
1984,Shooting,AUT,Silver,1,,
1984,Shooting,CAN,Gold,1,,
1984,Shooting,CHN,Bronze,3,,
1984,Shooting,CHN,Gold,3,,
1984,Shooting,COL,Silver,1,,
1984,Shooting,DEN,Silver,1,,
1984,Shooting,FIN,Bronze,1,,
1984,Shooting,FRA,Gold,1,,
1984,Shooting,FRA,Silver,1,,
1984,Shooting,FRG,Silver,1,,
1984,Shooting,GBR,Bronze,3,,
1984,Shooting,GBR,Gold,1,,
1984,Shooting,ITA,Bronze,1,,
1984,Shooting,ITA,Gold,1,,
1984,Shooting,ITA,Silver,1,,
1984,Shooting,JPN,Gold,1,,
1984,Shooting,PER,Silver,1,,
1984,Shooting,ROU,Silver,1,,
1984,Shooting,SUI,Silver,1,,
1984,Shooting,SWE,Silver,1,,
1984,Shooting,USA,Bronze,2,,
1984,Shooting,USA,Gold,3,,
1984,Shooting,USA,Silver,1,,
1984,Volleyball,BRA,Silver,12,,
1984,Volleyball,CHN,Gold,12,,
1984,Volleyball,ITA,Bronze,12,,
1984,Volleyball,JPN,Bronze,12,,
1984,Volleyball,USA,Gold,12,,
1984,Volleyball,USA,Silver,12,,
1984,Weightlifting,AUS,Gold,1,,
1984,Weightlifting,AUS,Silver,1,,
1984,Weightlifting,CAN,Silver,1,,
1984,Weightlifting,CHN,Gold,4,,
1984,Weightlifting,CHN,Silver,2,,
1984,Weightlifting,FIN,Bronze,2,,
1984,Weightlifting,FRG,Bronze,1,,
1984,Weightlifting,FRG,Gold,2,,
1984,Weightlifting,GBR,Bronze,1,,
1984,Weightlifting,ITA,Gold,1,,
1984,Weightlifting,JPN,Bronze,3,,
1984,Weightlifting,ROU,Bronze,1,,
1984,Weightlifting,ROU,Gold,2,,
1984,Weightlifting,ROU,Silver,5,,
1984,Weightlifting,TPE,Bronze,1,,
1984,Weightlifting,USA,Bronze,1,,
1984,Weightlifting,USA,Silver,1,,
1984,Wrestling,CAN,Bronze,1,,
1984,Wrestling,CAN,Silver,1,,
1984,Wrestling,FIN,Bronze,1,,
1984,Wrestling,FIN,Gold,1,,
1984,Wrestling,FIN,Silver,1,,
1984,Wrestling,FRG,Gold,1,,
1984,Wrestling,FRG,Silver,2,,
1984,Wrestling,GBR,Bronze,1,,
1984,Wrestling,GRE,Bronze,1,,
1984,Wrestling,GRE,Silver,1,,
1984,Wrestling,ITA,Gold,1,,
1984,Wrestling,JPN,Bronze,2,,
1984,Wrestling,JPN,Gold,2,,
1984,Wrestling,JPN,Silver,5,,
1984,Wrestling,KOR,Bronze,4,,
1984,Wrestling,KOR,Gold,2,,
