Edition,Sport,NOC,Medal,vitoria por medalha,,
1924,Shooting,USA,Gold,14,,
1924,Shooting,USA,Silver,2,,
1924,Tennis,FRA,Bronze,2,,
1924,Tennis,FRA,Silver,4,,
1924,Tennis,GBR,Bronze,3,,
1924,Tennis,GBR,Silver,2,,
1924,Tennis,ITA,Bronze,1,,
1924,Tennis,NED,Bronze,2,,
1924,Tennis,USA,Gold,8,,
1924,Tennis,USA,Silver,2,,
1924,Weightlifting,AUT,Bronze,1,,
1924,Weightlifting,AUT,Silver,3,,
1924,Weightlifting,EST,Bronze,2,,
1924,Weightlifting,EST,Silver,1,,
1924,Weightlifting,FRA,Gold,2,,
1924,Weightlifting,ITA,Gold,3,,
1924,Weightlifting,SUI,Bronze,1,,
1924,Weightlifting,SUI,Silver,1,,
1924,Weightlifting,TCH,Bronze,1,,
1924,Wrestling,BEL,Silver,1,,
1924,Wrestling,EST,Bronze,1,,
1924,Wrestling,EST,Gold,1,,
1924,Wrestling,FIN,Bronze,5,,
1924,Wrestling,FIN,Gold,4,,
1924,Wrestling,FIN,Silver,7,,
1924,Wrestling,FRA,Gold,1,,
1924,Wrestling,GBR,Bronze,1,,
1924,Wrestling,HUN,Bronze,1,,
1924,Wrestling,HUN,Silver,1,,
1924,Wrestling,JPN,Bronze,1,,
1924,Wrestling,SUI,Bronze,2,,
1924,Wrestling,SUI,Gold,2,,
1924,Wrestling,SUI,Silver,1,,
1924,Wrestling,SWE,Bronze,1,,
1924,Wrestling,SWE,Gold,1,,
1924,Wrestling,SWE,Silver,2,,
1924,Wrestling,USA,Bronze,1,,
1924,Wrestling,USA,Gold,4,,
1924,Wrestling,USA,Silver,1,,
1928,Aquatics,ARG,Gold,1,,
1928,Aquatics,AUS,Silver,2,,
1928,Aquatics,CAN,Bronze,4,,
1928,Aquatics,EGY,Bronze,1,,
1928,Aquatics,EGY,Silver,1,,
1928,Aquatics,FRA,Bronze,9,,
1928,Aquatics,GBR,Bronze,2,,
1928,Aquatics,GBR,Silver,5,,
1928,Aquatics,GER,Bronze,1,,
1928,Aquatics,GER,Gold,9,,
1928,Aquatics,GER,Silver,1,,
1928,Aquatics,HUN,Silver,8,,
1928,Aquatics,JPN,Bronze,1,,
1928,Aquatics,JPN,Gold,1,,
1928,Aquatics,JPN,Silver,4,,
1928,Aquatics,NED,Gold,1,,
1928,Aquatics,NED,Silver,2,,
1928,Aquatics,PHI,Bronze,1,,
1928,Aquatics,RSA,Bronze,4,,
1928,Aquatics,SWE,Bronze,2,,
1928,Aquatics,SWE,Gold,1,,
1928,Aquatics,USA,Bronze,5,,
1928,Aquatics,USA,Gold,16,,
1928,Aquatics,USA,Silver,5,,
1928,Athletics,CAN,Bronze,5,,
1928,Athletics,CAN,Gold,7,,
1928,Athletics,CAN,Silver,2,,
1928,Athletics,CHI,Silver,1,,
1928,Athletics,FIN,Bronze,4,,
1928,Athletics,FIN,Gold,5,,
1928,Athletics,FIN,Silver,5,,
1928,Athletics,FRA,Bronze,1,,
1928,Athletics,FRA,Gold,1,,
1928,Athletics,FRA,Silver,1,,
1928,Athletics,GBR,Bronze,4,,
1928,Athletics,GBR,Gold,2,,
1928,Athletics,GBR,Silver,2,,
1928,Athletics,GER,Bronze,9,,
1928,Athletics,GER,Gold,1,,
1928,Athletics,GER,Silver,8,,
1928,Athletics,HAI,Silver,1,,
1928,Athletics,HUN,Silver,1,,
1928,Athletics,IRL,Gold,1,,
1928,Athletics,JPN,Gold,1,,
1928,Athletics,JPN,Silver,1,,
1928,Athletics,NED,Silver,1,,
1928,Athletics,NOR,Bronze,1,,
1928,Athletics,POL,Gold,1,,
1928,Athletics,RSA,Gold,1,,
1928,Athletics,SWE,Bronze,4,,
1928,Athletics,SWE,Gold,1,,
1928,Athletics,SWE,Silver,2,,
1928,Athletics,USA,Bronze,8,,
1928,Athletics,USA,Gold,15,,
1928,Athletics,USA,Silver,11,,
1928,Boxing,ARG,Gold,2,,
1928,Boxing,ARG,Silver,2,,
1928,Boxing,BEL,Bronze,1,,
1928,Boxing,CAN,Bronze,1,,
1928,Boxing,DEN,Bronze,1,,
1928,Boxing,FRA,Silver,1,,
1928,Boxing,GER,Silver,1,,
1928,Boxing,HUN,Gold,1,,
1928,Boxing,ITA,Bronze,1,,
1928,Boxing,ITA,Gold,3,,
1928,Boxing,NED,Bronze,1,,
1928,Boxing,NED,Gold,1,,
1928,Boxing,NZL,Gold,1,,
1928,Boxing,RSA,Bronze,1,,
1928,Boxing,SWE,Bronze,1,,
1928,Boxing,SWE,Silver,1,,
1928,Boxing,TCH,Silver,1,,
1928,Boxing,USA,Bronze,1,,
1928,Boxing,USA,Silver,2,,
1928,Cycling,AUS,Bronze,1,,
1928,Cycling,DEN,Bronze,2,,
1928,Cycling,DEN,Gold,5,,
1928,Cycling,FRA,Gold,2,,
1928,Cycling,GBR,Bronze,4,,
1928,Cycling,GBR,Silver,6,,
1928,Cycling,GER,Bronze,2,,
1928,Cycling,ITA,Gold,4,,
1928,Cycling,NED,Gold,2,,
1928,Cycling,NED,Silver,7,,
1928,Cycling,SWE,Bronze,4,,
1928,Equestrian,ESP,Gold,3,,
1928,Equestrian,FRA,Silver,2,,
1928,Equestrian,GER,Bronze,1,,
1928,Equestrian,GER,Gold,4,,
1928,Equestrian,NED,Bronze,3,,
1928,Equestrian,NED,Gold,4,,
1928,Equestrian,NED,Silver,1,,
1928,Equestrian,NOR,Silver,3,,
1928,Equestrian,POL,Bronze,3,,
1928,Equestrian,POL,Silver,3,,
1928,Equestrian,SUI,Bronze,2,,
1928,Equestrian,SWE,Bronze,4,,
1928,Equestrian,SWE,Silver,3,,
1928,Equestrian,TCH,Gold,1,,
1928,Fencing,ARG,Bronze,5,,
1928,Fencing,FRA,Gold,2,,
1928,Fencing,FRA,Silver,7,,
1928,Fencing,GBR,Silver,1,,
1928,Fencing,GER,Bronze,1,,
1928,Fencing,GER,Gold,1,,
1928,Fencing,GER,Silver,1,,
1928,Fencing,HUN,Gold,7,,
1928,Fencing,HUN,Silver,1,,
1928,Fencing,ITA,Bronze,2,,
1928,Fencing,ITA,Gold,6,,
1928,Fencing,ITA,Silver,6,,
1928,Fencing,POL,Bronze,6,,
1928,Fencing,USA,Bronze,1,,
1928,Football,ARG,Silver,22,,
1928,Football,ITA,Bronze,22,,
1928,Football,URU,Gold,22,,
1928,Gymnastics,FIN,Bronze,1,,
1928,Gymnastics,GBR,Bronze,12,,
1928,Gymnastics,ITA,Silver,13,,
1928,Gymnastics,NED,Gold,12,,
1928,Gymnastics,SUI,Bronze,2,,
1928,Gymnastics,SUI,Gold,12,,
1928,Gymnastics,SUI,Silver,2,,
1928,Gymnastics,TCH,Bronze,1,,
1928,Gymnastics,TCH,Gold,1,,
1928,Gymnastics,TCH,Silver,10,,
1928,Gymnastics,YUG,Bronze,10,,
1928,Gymnastics,YUG,Gold,1,,
1928,Gymnastics,YUG,Silver,1,,
1928,Hockey,GER,Bronze,22,,
1928,Hockey,IND,Gold,15,,
1928,Hockey,NED,Silver,22,,
1928,Modern Pentathlon,GER,Bronze,1,,
1928,Modern Pentathlon,SWE,Gold,1,,
1928,Modern Pentathlon,SWE,Silver,1,,
1928,Rowing,AUS,Gold,1,,
1928,Rowing,AUT,Bronze,2,,
1928,Rowing,BEL,Bronze,3,,
1928,Rowing,CAN,Bronze,9,,
1928,Rowing,CAN,Silver,2,,
1928,Rowing,FRA,Silver,3,,
1928,Rowing,GBR,Bronze,1,,
1928,Rowing,GBR,Gold,4,,
1928,Rowing,GBR,Silver,11,,
1928,Rowing,GER,Gold,2,,
1928,Rowing,ITA,Bronze,4,,
1928,Rowing,ITA,Gold,5,,
1928,Rowing,POL,Bronze,5,,
1928,Rowing,SUI,Gold,3,,
1928,Rowing,SUI,Silver,5,,
1928,Rowing,USA,Bronze,2,,
1928,Rowing,USA,Gold,11,,
1928,Rowing,USA,Silver,5,,
1928,Sailing,DEN,Silver,5,,
1928,Sailing,EST,Bronze,5,,
1928,Sailing,FIN,Bronze,1,,
1928,Sailing,FRA,Gold,1,,
1928,Sailing,NED,Silver,6,,
1928,Sailing,NOR,Gold,4,,
1928,Sailing,NOR,Silver,1,,
1928,Sailing,SWE,Bronze,6,,
1928,Sailing,SWE,Gold,1,,
1928,Weightlifting,AUT,Gold,2,,
1928,Weightlifting,EGY,Gold,1,,
1928,Weightlifting,EST,Silver,1,,
1928,Weightlifting,FRA,Bronze,1,,
1928,Weightlifting,FRA,Gold,1,,
1928,Weightlifting,FRA,Silver,1,,
1928,Weightlifting,GER,Bronze,1,,
1928,Weightlifting,GER,Gold,2,,
1928,Weightlifting,ITA,Silver,2,,
1928,Weightlifting,NED,Bronze,2,,
1928,Weightlifting,TCH,Bronze,1,,
1928,Wrestling,BEL,Silver,1,,
1928,Wrestling,CAN,Bronze,2,,
1928,Wrestling,CAN,Silver,1,,
1928,Wrestling,EGY,Gold,1,,
1928,Wrestling,EST,Bronze,1,,
1928,Wrestling,EST,Gold,2,,
1928,Wrestling,FIN,Bronze,3,,
1928,Wrestling,FIN,Gold,3,,
1928,Wrestling,FIN,Silver,3,,
1928,Wrestling,FRA,Bronze,2,,
1928,Wrestling,FRA,Silver,1,,
1928,Wrestling,GBR,Bronze,1,,
1928,Wrestling,GER,Bronze,1,,
1928,Wrestling,GER,Gold,1,,
1928,Wrestling,GER,Silver,2,,
1928,Wrestling,HUN,Gold,1,,
1928,Wrestling,HUN,Silver,1,,
1928,Wrestling,ITA,Bronze,2,,
1928,Wrestling,SUI,Bronze,1,,
1928,Wrestling,SUI,Gold,1,,
1928,Wrestling,SUI,Silver,1,,
1928,Wrestling,SWE,Gold,3,,
1928,Wrestling,SWE,Silver,1,,
1928,Wrestling,TCH,Silver,1,,
1928,Wrestling,USA,Gold,1,,
1928,Wrestling,USA,Silver,1,,
1932,Aquatics,AUS,Gold,1,,
1932,Aquatics,AUS,Silver,1,,
1932,Aquatics,DEN,Bronze,1,,
1932,Aquatics,FRA,Silver,1,,
1932,Aquatics,GBR,Bronze,5,,
1932,Aquatics,GER,Silver,8,,
1932,Aquatics,HUN,Bronze,4,,
1932,Aquatics,HUN,Gold,10,,
1932,Aquatics,JPN,Bronze,2,,
1932,Aquatics,JPN,Gold,8,,
1932,Aquatics,JPN,Silver,5,,
1932,Aquatics,NED,Silver,5,,
1932,Aquatics,PHI,Bronze,1,,
1932,Aquatics,RSA,Bronze,1,,
1932,Aquatics,USA,Bronze,14,,
1932,Aquatics,USA,Gold,12,,
1932,Aquatics,USA,Silver,9,,
1932,Athletics,ARG,Gold,1,,
1932,Athletics,CAN,Bronze,8,,
1932,Athletics,CAN,Gold,1,,
1932,Athletics,CAN,Silver,6,,
1932,Athletics,FIN,Bronze,4,,
1932,Athletics,FIN,Gold,3,,
1932,Athletics,FIN,Silver,4,,
1932,Athletics,FRA,Bronze,1,,
1932,Athletics,GBR,Bronze,5,,
1932,Athletics,GBR,Gold,2,,
1932,Athletics,GBR,Silver,7,,
1932,Athletics,GER,Bronze,3,,
1932,Athletics,GER,Silver,5,,
1932,Athletics,IRL,Gold,2,,
1932,Athletics,ITA,Bronze,5,,
1932,Athletics,ITA,Gold,1,,
1932,Athletics,JPN,Bronze,2,,
1932,Athletics,JPN,Gold,1,,
1932,Athletics,JPN,Silver,1,,
1932,Athletics,LAT,Silver,1,,
1932,Athletics,PHI,Bronze,1,,
1932,Athletics,POL,Bronze,1,,
1932,Athletics,POL,Gold,2,,
1932,Athletics,RSA,Bronze,1,,
1932,Athletics,SWE,Silver,1,,
1932,Athletics,TCH,Bronze,1,,
1932,Athletics,USA,Bronze,6,,
1932,Athletics,USA,Gold,25,,
1932,Athletics,USA,Silver,13,,
1932,Boxing,ARG,Gold,2,,
1932,Boxing,ARG,Silver,1,,
1932,Boxing,CAN,Gold,1,,
1932,Boxing,DEN,Bronze,1,,
1932,Boxing,FIN,Bronze,1,,
1932,Boxing,GER,Silver,3,,
1932,Boxing,HUN,Gold,1,,
1932,Boxing,ITA,Silver,2,,
1932,Boxing,MEX,Silver,1,,
1932,Boxing,PHI,Bronze,1,,
1932,Boxing,RSA,Bronze,1,,
1932,Boxing,RSA,Gold,2,,
1932,Boxing,SWE,Bronze,1,,
1932,Boxing,SWE,Silver,1,,
1932,Boxing,USA,Bronze,3,,
1932,Boxing,USA,Gold,2,,
1932,Cycling,AUS,Gold,1,,
1932,Cycling,DEN,Bronze,2,,
1932,Cycling,DEN,Silver,3,,
1932,Cycling,FRA,Bronze,1,,
1932,Cycling,FRA,Gold,2,,
1932,Cycling,FRA,Silver,5,,
1932,Cycling,GBR,Bronze,4,,
1932,Cycling,GBR,Silver,2,,
1932,Cycling,ITA,Bronze,1,,
1932,Cycling,ITA,Gold,8,,
1932,Cycling,ITA,Silver,1,,
1932,Cycling,NED,Gold,1,,
1932,Cycling,NED,Silver,1,,
1932,Cycling,SWE,Bronze,4,,
1932,Equestrian,FRA,Gold,4,,
1932,Equestrian,FRA,Silver,1,,
1932,Equestrian,JPN,Gold,1,,
1932,Equestrian,NED,Gold,1,,
1932,Equestrian,NED,Silver,3,,
1932,Equestrian,SWE,Bronze,2,,
1932,Equestrian,SWE,Silver,3,,
1932,Equestrian,USA,Bronze,4,,
1932,Equestrian,USA,Gold,3,,
1932,Equestrian,USA,Silver,2,,
1932,Fencing,AUT,Gold,1,,
1932,Fencing,FRA,Gold,12,,
1932,Fencing,FRA,Silver,1,,
1932,Fencing,GBR,Silver,1,,
1932,Fencing,HUN,Bronze,2,,
1932,Fencing,HUN,Gold,7,,
1932,Fencing,ITA,Bronze,2,,
1932,Fencing,ITA,Gold,2,,
1932,Fencing,ITA,Silver,18,,
1932,Fencing,POL,Bronze,6,,
1932,Fencing,USA,Bronze,12,,
1932,Fencing,USA,Silver,1,,
1932,Gymnastics,FIN,Bronze,8,,
1932,Gymnastics,FIN,Silver,1,,
1932,Gymnastics,HUN,Gold,2,,
1932,Gymnastics,HUN,Silver,2,,
1932,Gymnastics,ITA,Bronze,2,,
1932,Gymnastics,ITA,Gold,8,,
1932,Gymnastics,ITA,Silver,1,,
1932,Gymnastics,SUI,Silver,1,,
1932,Gymnastics,USA,Bronze,5,,
1932,Gymnastics,USA,Gold,5,,
1932,Gymnastics,USA,Silver,10,,
1932,Hockey,IND,Gold,11,,
1932,Hockey,JPN,Silver,11,,
1932,Hockey,USA,Bronze,12,,
1932,Modern Pentathlon,SWE,Gold,1,,
1932,Modern Pentathlon,SWE,Silver,1,,
1932,Modern Pentathlon,USA,Bronze,1,,
1932,Rowing,AUS,Gold,1,,
1932,Rowing,CAN,Bronze,11,,
1932,Rowing,FRA,Bronze,3,,
1932,Rowing,GBR,Gold,6,,
1932,Rowing,GER,Gold,5,,
1932,Rowing,GER,Silver,6,,
1932,Rowing,ITA,Bronze,4,,
1932,Rowing,ITA,Silver,14,,
1932,Rowing,NZL,Silver,2,,
1932,Rowing,POL,Bronze,7,,
1932,Rowing,POL,Silver,3,,
1932,Rowing,URU,Bronze,1,,
1932,Rowing,USA,Gold,14,,
1932,Rowing,USA,Silver,1,,
1932,Sailing,CAN,Bronze,4,,
1932,Sailing,CAN,Silver,6,,
1932,Sailing,ESP,Bronze,1,,
1932,Sailing,FRA,Gold,1,,
1932,Sailing,GBR,Silver,2,,
1932,Sailing,NED,Silver,1,,
1932,Sailing,SWE,Bronze,2,,
1932,Sailing,SWE,Gold,4,,
1932,Sailing,USA,Gold,14,,
1932,Sailing,USA,Silver,6,,
1932,Shooting,GER,Silver,1,,
1932,Shooting,HUN,Bronze,1,,
1932,Shooting,ITA,Bronze,1,,
1932,Shooting,ITA,Gold,1,,
1932,Shooting,MEX,Silver,1,,
1932,Shooting,SWE,Gold,1,,
1932,Weightlifting,AUT,Bronze,1,,
1932,Weightlifting,AUT,Silver,1,,
1932,Weightlifting,DEN,Silver,1,,
1932,Weightlifting,FRA,Gold,3,,
1932,Weightlifting,GER,Bronze,1,,
1932,Weightlifting,GER,Gold,1,,
1932,Weightlifting,GER,Silver,1,,
1932,Weightlifting,ITA,Bronze,1,,
1932,Weightlifting,ITA,Silver,1,,
1932,Weightlifting,TCH,Gold,1,,
1932,Weightlifting,TCH,Silver,1,,
1932,Weightlifting,USA,Bronze,2,,
1932,Wrestling,AUS,Bronze,1,,
1932,Wrestling,AUT,Bronze,2,,
1932,Wrestling,CAN,Silver,1,,
1932,Wrestling,DEN,Silver,1,,
1932,Wrestling,FIN,Bronze,3,,
1932,Wrestling,FIN,Gold,2,,
1932,Wrestling,FIN,Silver,3,,
1932,Wrestling,FRA,Bronze,1,,
1932,Wrestling,FRA,Gold,1,,
1932,Wrestling,GER,Bronze,1,,
1932,Wrestling,GER,Gold,1,,
1932,Wrestling,GER,Silver,2,,
1932,Wrestling,HUN,Bronze,1,,
1932,Wrestling,HUN,Silver,2,,
1932,Wrestling,ITA,Bronze,2,,
1932,Wrestling,ITA,Gold,1,,
1932,Wrestling,ITA,Silver,1,,
1932,Wrestling,SWE,Bronze,3,,
1932,Wrestling,SWE,Gold,6,,
1932,Wrestling,SWE,Silver,1,,
1932,Wrestling,TCH,Silver,1,,
1932,Wrestling,USA,Gold,3,,
1932,Wrestling,USA,Silver,2,,
1936,Aquatics,ARG,Silver,1,,
1936,Aquatics,BEL,Bronze,9,,
1936,Aquatics,DEN,Bronze,1,,
1936,Aquatics,DEN,Silver,1,,
1936,Aquatics,GER,Bronze,3,,
1936,Aquatics,GER,Silver,17,,
1936,Aquatics,HUN,Bronze,4,,
1936,Aquatics,HUN,Gold,12,,
1936,Aquatics,JPN,Bronze,5,,
1936,Aquatics,JPN,Gold,7,,
1936,Aquatics,JPN,Silver,2,,
1936,Aquatics,NED,Gold,7,,
1936,Aquatics,NED,Silver,1,,
1936,Aquatics,USA,Bronze,8,,
1936,Aquatics,USA,Gold,6,,
1936,Aquatics,USA,Silver,10,,
1936,Athletics,AUS,Bronze,1,,
1936,Athletics,CAN,Bronze,6,,
1936,Athletics,CAN,Silver,1,,
1936,Athletics,FIN,Bronze,2,,
1936,Athletics,FIN,Gold,3,,
1936,Athletics,FIN,Silver,5,,
1936,Athletics,GBR,Gold,5,,
1936,Athletics,GBR,Silver,8,,
1936,Athletics,GER,Bronze,13,,
1936,Athletics,GER,Gold,5,,
1936,Athletics,GER,Silver,4,,
1936,Athletics,HUN,Gold,1,,
1936,Athletics,ITA,Bronze,2,,
1936,Athletics,ITA,Gold,1,,
1936,Athletics,ITA,Silver,5,,
1936,Athletics,JPN,Bronze,3,,
1936,Athletics,JPN,Gold,2,,
1936,Athletics,JPN,Silver,2,,
1936,Athletics,LAT,Bronze,1,,
1936,Athletics,NED,Bronze,2,,
1936,Athletics,NZL,Gold,1,,
1936,Athletics,PHI,Bronze,1,,
1936,Athletics,POL,Bronze,1,,
1936,Athletics,POL,Silver,2,,
1936,Athletics,SUI,Silver,1,,
1936,Athletics,SWE,Bronze,2,,
1936,Athletics,USA,Bronze,4,,
1936,Athletics,USA,Gold,20,,
1936,Athletics,USA,Silver,10,,
1936,Basketball,CAN,Silver,9,,
1936,Basketball,MEX,Bronze,11,,
1936,Basketball,USA,Gold,14,,
1936,Boxing,ARG,Bronze,2,,
1936,Boxing,ARG,Gold,1,,
1936,Boxing,ARG,Silver,1,,
1936,Boxing,DEN,Bronze,1,,
1936,Boxing,EST,Silver,1,,
1936,Boxing,FIN,Gold,1,,
1936,Boxing,FRA,Gold,2,,
1936,Boxing,GER,Bronze,1,,
1936,Boxing,GER,Gold,2,,
1936,Boxing,GER,Silver,2,,
1936,Boxing,HUN,Gold,1,,
1936,Boxing,ITA,Gold,1,,
1936,Boxing,ITA,Silver,1,,
1936,Boxing,MEX,Bronze,1,,
1936,Boxing,NOR,Bronze,1,,
1936,Boxing,NOR,Silver,1,,
1936,Boxing,RSA,Silver,1,,
1936,Boxing,SWE,Bronze,1,,
1936,Boxing,USA,Bronze,1,,
1936,Boxing,USA,Silver,1,,
1936,Canoe / Kayak,AUT,Bronze,2,,
1936,Canoe / Kayak,AUT,Gold,4,,
1936,Canoe / Kayak,AUT,Silver,5,,
1936,Canoe / Kayak,CAN,Bronze,2,,
1936,Canoe / Kayak,CAN,Gold,1,,
1936,Canoe / Kayak,CAN,Silver,2,,
1936,Canoe / Kayak,FRA,Silver,1,,
1936,Canoe / Kayak,GER,Bronze,2,,
1936,Canoe / Kayak,GER,Gold,3,,
1936,Canoe / Kayak,GER,Silver,5,,
1936,Canoe / Kayak,NED,Bronze,5,,
1936,Canoe / Kayak,SWE,Bronze,2,,
1936,Canoe / Kayak,SWE,Gold,2,,
1936,Canoe / Kayak,TCH,Gold,4,,
1936,Canoe / Kayak,TCH,Silver,1,,
1936,Canoe / Kayak,USA,Bronze,1,,
1936,Cycling,BEL,Bronze,3,,
1936,Cycling,FRA,Bronze,3,,
1936,Cycling,FRA,Gold,8,,
1936,Cycling,FRA,Silver,2,,
1936,Cycling,GBR,Bronze,4,,
1936,Cycling,GER,Bronze,1,,
1936,Cycling,GER,Gold,3,,
1936,Cycling,ITA,Silver,4,,
1936,Cycling,NED,Gold,1,,
1936,Cycling,NED,Silver,3,,
1936,Cycling,SUI,Bronze,1,,
1936,Cycling,SUI,Silver,3,,
1936,Equestrian,AUT,Bronze,1,,
1936,Equestrian,DEN,Bronze,1,,
1936,Equestrian,FRA,Silver,3,,
1936,Equestrian,GBR,Bronze,3,,
1936,Equestrian,GER,Gold,13,,
1936,Equestrian,GER,Silver,1,,
1936,Equestrian,HUN,Bronze,2,,
1936,Equestrian,NED,Silver,3,,
1936,Equestrian,POL,Silver,3,,
1936,Equestrian,POR,Bronze,3,,
1936,Equestrian,ROU,Silver,2,,
1936,Equestrian,SWE,Bronze,3,,
1936,Equestrian,USA,Silver,1,,
1936,Fencing,AUT,Bronze,1,,
1936,Fencing,FRA,Bronze,6,,
1936,Fencing,FRA,Silver,7,,
1936,Fencing,GER,Bronze,12,,
1936,Fencing,GER,Silver,1,,
1936,Fencing,HUN,Bronze,1,,
1936,Fencing,HUN,Gold,8,,
1936,Fencing,ITA,Bronze,2,,
1936,Fencing,ITA,Gold,14,,
1936,Fencing,ITA,Silver,8,,
1936,Fencing,SWE,Silver,6,,
1936,Football,AUT,Silver,13,,
1936,Football,ITA,Gold,14,,
1936,Football,NOR,Bronze,14,,
1936,Gymnastics,FIN,Bronze,8,,
1936,Gymnastics,FIN,Gold,1,,
1936,Gymnastics,GER,Bronze,6,,
1936,Gymnastics,GER,Gold,20,,
1936,Gymnastics,GER,Silver,1,,
1936,Gymnastics,HUN,Bronze,8,,
1936,Gymnastics,SUI,Bronze,2,,
1936,Gymnastics,SUI,Gold,1,,
1936,Gymnastics,SUI,Silver,13,,
1936,Gymnastics,TCH,Gold,1,,
1936,Gymnastics,TCH,Silver,8,,
1936,Gymnastics,YUG,Silver,1,,
1936,Handball,AUT,Silver,22,,
1936,Handball,GER,Gold,22,,
1936,Handball,SUI,Bronze,17,,
1936,Hockey,GER,Silver,22,,
1936,Hockey,IND,Gold,19,,
1936,Hockey,NED,Bronze,12,,
1936,Modern Pentathlon,GER,Gold,1,,
1936,Modern Pentathlon,ITA,Bronze,1,,
1936,Modern Pentathlon,USA,Silver,1,,
1936,Polo,ARG,Gold,4,,
1936,Polo,GBR,Silver,4,,
1936,Polo,MEX,Bronze,4,,
1936,Rowing,ARG,Bronze,2,,
1936,Rowing,AUT,Silver,1,,
1936,Rowing,DEN,Silver,2,,
1936,Rowing,FRA,Bronze,8,,
1936,Rowing,GBR,Gold,2,,
1936,Rowing,GBR,Silver,4,,
1936,Rowing,GER,Bronze,9,,
1936,Rowing,GER,Gold,15,,
1936,Rowing,GER,Silver,2,,
1936,Rowing,ITA,Silver,12,,
1936,Rowing,POL,Bronze,2,,
1936,Rowing,SUI,Bronze,4,,
1936,Rowing,SUI,Silver,5,,
1936,Rowing,USA,Bronze,1,,
1936,Rowing,USA,Gold,9,,
1936,Sailing,GBR,Bronze,1,,
1936,Sailing,GBR,Gold,5,,
1936,Sailing,GER,Bronze,6,,
1936,Sailing,GER,Gold,2,,
1936,Sailing,GER,Silver,1,,
1936,Sailing,ITA,Gold,6,,
1936,Sailing,NED,Bronze,2,,
1936,Sailing,NED,Gold,1,,
1936,Sailing,NOR,Silver,11,,
1936,Sailing,SWE,Bronze,5,,
1936,Sailing,SWE,Silver,2,,
1936,Shooting,FRA,Bronze,1,,
1936,Shooting,GER,Gold,1,,
1936,Shooting,GER,Silver,2,,
1936,Shooting,HUN,Silver,1,,
1936,Shooting,NOR,Gold,1,,
1936,Shooting,POL,Bronze,1,,
1936,Shooting,SWE,Bronze,1,,
1936,Shooting,SWE,Gold,1,,
1936,Weightlifting,AUT,Gold,1,,
1936,Weightlifting,EGY,Bronze,2,,
1936,Weightlifting,EGY,Gold,2,,
1936,Weightlifting,EGY,Silver,1,,
1936,Weightlifting,EST,Bronze,1,,
1936,Weightlifting,FRA,Gold,1,,
1936,Weightlifting,GER,Bronze,2,,
1936,Weightlifting,GER,Gold,1,,
1936,Weightlifting,GER,Silver,2,,
1936,Weightlifting,TCH,Silver,1,,
1936,Weightlifting,USA,Gold,1,,
1936,Wrestling,CAN,Bronze,1,,
1936,Wrestling,EST,Bronze,2,,
1936,Wrestling,EST,Gold,2,,
1936,Wrestling,EST,Silver,1,,
1936,Wrestling,FIN,Bronze,3,,
1936,Wrestling,FIN,Gold,2,,
1936,Wrestling,FIN,Silver,1,,
1936,Wrestling,FRA,Gold,1,,
1936,Wrestling,GER,Bronze,4,,
1936,Wrestling,GER,Silver,3,,
1936,Wrestling,HUN,Bronze,1,,
1936,Wrestling,HUN,Gold,3,,
