Sport,NOC,Medal,vitorias por medalha,
Tennis,SUI,Gold,3,
Tennis,SWE,Bronze,8,
Tennis,SWE,Silver,6,
Tennis,TCH,Bronze,4,
Tennis,TCH,Gold,1,
Tennis,TCH,Silver,2,
Tennis,USA,Bronze,13,
Tennis,USA,Gold,27,
Tennis,USA,Silver,7,
Tennis,ZZX,Bronze,6,
Tennis,ZZX,Gold,2,
Tennis,ZZX,Silver,6,
Triathlon,AUS,Bronze,1,
Triathlon,AUS,Gold,1,
Triathlon,AUS,Silver,2,
Triathlon,AUT,Gold,1,
Triathlon,CAN,Gold,1,
Triathlon,CAN,Silver,1,
Triathlon,CZE,Bronze,1,
Triathlon,GER,Gold,1,
Triathlon,GER,Silver,1,
Triathlon,NZL,Bronze,1,
Triathlon,NZL,Gold,1,
Triathlon,NZL,Silver,1,
Triathlon,POR,Silver,1,
Triathlon,SUI,Bronze,2,
Triathlon,SUI,Gold,1,
Triathlon,USA,Bronze,1,
Tug of War,BEL,Bronze,8,
Tug of War,FRA,Silver,6,
Tug of War,GBR,Bronze,9,
Tug of War,GBR,Gold,17,
Tug of War,GBR,Silver,17,
Tug of War,NED,Silver,8,
Tug of War,SWE,Gold,8,
Tug of War,USA,Bronze,5,
Tug of War,USA,Gold,5,
Tug of War,USA,Silver,5,
Tug of War,ZZX,Gold,6,
Volleyball,ARG,Bronze,12,
Volleyball,AUS,Bronze,2,
Volleyball,AUS,Gold,2,
Volleyball,BRA,Bronze,28,
Volleyball,BRA,Gold,40,
Volleyball,BRA,Silver,34,
Volleyball,BUL,Bronze,12,
Volleyball,BUL,Silver,12,
Volleyball,CAN,Bronze,2,
Volleyball,CHN,Bronze,26,
Volleyball,CHN,Gold,24,
Volleyball,CHN,Silver,14,
Volleyball,CUB,Bronze,24,
Volleyball,CUB,Gold,36,
Volleyball,ESP,Silver,2,
Volleyball,EUN,Silver,12,
Volleyball,GDR,Silver,24,
Volleyball,GER,Bronze,2,
Volleyball,ITA,Bronze,24,
Volleyball,ITA,Silver,23,
Volleyball,JPN,Bronze,24,
Volleyball,JPN,Gold,36,
Volleyball,JPN,Silver,36,
Volleyball,KOR,Bronze,12,
Volleyball,NED,Gold,12,
Volleyball,NED,Silver,12,
Volleyball,PER,Silver,12,
Volleyball,POL,Bronze,24,
Volleyball,POL,Gold,12,
Volleyball,PRK,Bronze,11,
Volleyball,ROU,Bronze,12,
Volleyball,RUS,Bronze,24,
Volleyball,RUS,Silver,36,
Volleyball,SUI,Bronze,2,
Volleyball,TCH,Bronze,12,
Volleyball,TCH,Silver,12,
Volleyball,URS,Bronze,12,
Volleyball,URS,Gold,84,
Volleyball,URS,Silver,48,
Volleyball,USA,Bronze,26,
Volleyball,USA,Gold,46,
Volleyball,USA,Silver,26,
Volleyball,YUG,Bronze,12,
Volleyball,YUG,Gold,12,
Water Motorsports,FRA,Gold,1,
Water Motorsports,GBR,Gold,4,
Weightlifting,ARG,Bronze,1,
Weightlifting,ARG,Silver,1,
Weightlifting,ARM,Bronze,4,
Weightlifting,AUS,Bronze,2,
Weightlifting,AUS,Gold,1,
Weightlifting,AUS,Silver,1,
Weightlifting,AUT,Bronze,2,
Weightlifting,AUT,Gold,3,
Weightlifting,AUT,Silver,4,
Weightlifting,BEL,Bronze,1,
Weightlifting,BEL,Gold,1,
Weightlifting,BEL,Silver,2,
Weightlifting,BLR,Bronze,4,
Weightlifting,BLR,Gold,1,
Weightlifting,BLR,Silver,3,
Weightlifting,BUL,Bronze,8,
Weightlifting,BUL,Gold,12,
Weightlifting,BUL,Silver,16,
Weightlifting,CAN,Silver,2,
Weightlifting,CHN,Bronze,8,
Weightlifting,CHN,Gold,24,
Weightlifting,CHN,Silver,11,
Weightlifting,COL,Bronze,1,
Weightlifting,COL,Gold,1,
Weightlifting,COL,Silver,1,
Weightlifting,CRO,Bronze,1,
Weightlifting,CRO,Gold,1,
Weightlifting,CUB,Bronze,1,
Weightlifting,CUB,Gold,2,
Weightlifting,CUB,Silver,1,
Weightlifting,DEN,Gold,1,
Weightlifting,DEN,Silver,2,
Weightlifting,EGY,Bronze,2,
Weightlifting,EGY,Gold,5,
Weightlifting,EGY,Silver,2,
Weightlifting,EST,Bronze,3,
Weightlifting,EST,Gold,1,
Weightlifting,EST,Silver,3,
Weightlifting,EUN,Gold,5,
Weightlifting,EUN,Silver,4,
Weightlifting,FIN,Bronze,2,
Weightlifting,FIN,Gold,1,
Weightlifting,FRA,Bronze,3,
Weightlifting,FRA,Gold,9,
Weightlifting,FRA,Silver,3,
Weightlifting,FRG,Bronze,3,
Weightlifting,FRG,Gold,2,
Weightlifting,FRG,Silver,2,
Weightlifting,GBR,Bronze,3,
Weightlifting,GBR,Gold,1,
Weightlifting,GBR,Silver,3,
Weightlifting,GDR,Bronze,6,
Weightlifting,GDR,Gold,1,
Weightlifting,GDR,Silver,4,
Weightlifting,GEO,Bronze,1,
Weightlifting,GEO,Gold,1,
Weightlifting,GER,Bronze,7,
Weightlifting,GER,Gold,6,
Weightlifting,GER,Silver,7,
Weightlifting,GRE,Bronze,4,
Weightlifting,GRE,Gold,6,
Weightlifting,GRE,Silver,5,
Weightlifting,HUN,Bronze,9,
Weightlifting,HUN,Gold,2,
Weightlifting,HUN,Silver,9,
Weightlifting,INA,Bronze,4,
Weightlifting,INA,Silver,2,
Weightlifting,IND,Bronze,1,
Weightlifting,IRI,Bronze,5,
Weightlifting,IRI,Gold,4,
Weightlifting,IRI,Silver,3,
Weightlifting,IRQ,Bronze,1,
Weightlifting,ITA,Bronze,5,
Weightlifting,ITA,Gold,5,
Weightlifting,ITA,Silver,4,
Weightlifting,JPN,Bronze,8,
Weightlifting,JPN,Gold,2,
Weightlifting,JPN,Silver,2,
Weightlifting,KAZ,Bronze,1,
Weightlifting,KAZ,Gold,1,
Weightlifting,KAZ,Silver,4,
Weightlifting,KOR,Bronze,4,
Weightlifting,KOR,Gold,3,
Weightlifting,KOR,Silver,4,
Weightlifting,LAT,Bronze,1,
Weightlifting,LAT,Silver,1,
Weightlifting,LIB,Silver,1,
Weightlifting,LUX,Silver,1,
Weightlifting,MEX,Gold,1,
Weightlifting,NED,Bronze,3,
Weightlifting,NGR,Silver,1,
Weightlifting,NOR,Gold,1,
Weightlifting,POL,Bronze,20,
Weightlifting,POL,Gold,4,
Weightlifting,POL,Silver,6,
Weightlifting,PRK,Bronze,4,
Weightlifting,PRK,Gold,1,
Weightlifting,PRK,Silver,4,
Weightlifting,QAT,Bronze,1,
Weightlifting,ROU,Bronze,3,
Weightlifting,ROU,Gold,2,
Weightlifting,ROU,Silver,6,
Weightlifting,RUS,Bronze,10,
Weightlifting,RUS,Gold,3,
Weightlifting,RUS,Silver,8,
Weightlifting,SIN,Silver,1,
Weightlifting,SUI,Bronze,2,
Weightlifting,SUI,Silver,2,
Weightlifting,SWE,Bronze,4,
Weightlifting,TCH,Bronze,3,
Weightlifting,TCH,Gold,3,
Weightlifting,TCH,Silver,2,
Weightlifting,THA,Bronze,3,
Weightlifting,THA,Gold,3,
Weightlifting,TPE,Bronze,4,
Weightlifting,TPE,Silver,1,
Weightlifting,TRI,Bronze,2,
Weightlifting,TRI,Silver,1,
Weightlifting,TUR,Bronze,1,
Weightlifting,TUR,Gold,8,
Weightlifting,TUR,Silver,1,
Weightlifting,UKR,Bronze,2,
Weightlifting,UKR,Gold,2,
Weightlifting,UKR,Silver,2,
Weightlifting,URS,Bronze,2,
Weightlifting,URS,Gold,39,
Weightlifting,URS,Silver,21,
Weightlifting,USA,Bronze,11,
Weightlifting,USA,Gold,16,
Weightlifting,USA,Silver,16,
Weightlifting,VEN,Bronze,1,
Weightlifting,VIE,Silver,1,
Wrestling,ARM,Bronze,2,
Wrestling,ARM,Gold,1,
Wrestling,ARM,Silver,1,
Wrestling,AUS,Bronze,2,
Wrestling,AUS,Silver,1,
Wrestling,AUT,Bronze,2,
Wrestling,AZE,Bronze,2,
Wrestling,AZE,Gold,2,
Wrestling,AZE,Silver,3,
Wrestling,BEL,Silver,3,
Wrestling,BLR,Bronze,5,
Wrestling,BLR,Silver,3,
Wrestling,BUL,Bronze,20,
Wrestling,BUL,Gold,16,
Wrestling,BUL,Silver,31,
Wrestling,CAN,Bronze,6,
Wrestling,CAN,Gold,2,
Wrestling,CAN,Silver,6,
Wrestling,CHN,Bronze,3,
Wrestling,CHN,Gold,2,
Wrestling,CHN,Silver,2,
Wrestling,COL,Bronze,1,
Wrestling,CUB,Bronze,6,
Wrestling,CUB,Gold,6,
Wrestling,CUB,Silver,5,
Wrestling,DEN,Bronze,6,
Wrestling,DEN,Silver,2,
Wrestling,EGY,Bronze,2,
Wrestling,EGY,Gold,2,
Wrestling,EGY,Silver,2,
Wrestling,EST,Bronze,4,
Wrestling,EST,Gold,5,
Wrestling,EST,Silver,1,
Wrestling,EUA,Bronze,3,
Wrestling,EUA,Gold,1,
Wrestling,EUA,Silver,5,
Wrestling,EUN,Bronze,5,
Wrestling,EUN,Gold,6,
Wrestling,EUN,Silver,5,
Wrestling,FIN,Bronze,29,
Wrestling,FIN,Gold,26,
Wrestling,FIN,Silver,28,
Wrestling,FRA,Bronze,8,
Wrestling,FRA,Gold,4,
Wrestling,FRA,Silver,4,
Wrestling,FRG,Bronze,4,
Wrestling,FRG,Gold,1,
Wrestling,FRG,Silver,4,
Wrestling,GBR,Bronze,10,
Wrestling,GBR,Gold,3,
Wrestling,GBR,Silver,4,
Wrestling,GDR,Bronze,2,
Wrestling,GDR,Gold,2,
Wrestling,GDR,Silver,3,
Wrestling,GEO,Bronze,6,
Wrestling,GEO,Gold,2,
Wrestling,GEO,Silver,1,
Wrestling,GER,Bronze,8,
Wrestling,GER,Gold,4,
Wrestling,GER,Silver,12,
Wrestling,GRE,Bronze,7,
Wrestling,GRE,Gold,1,
Wrestling,GRE,Silver,3,
Wrestling,HUN,Bronze,17,
Wrestling,HUN,Gold,19,
Wrestling,HUN,Silver,15,
Wrestling,IND,Bronze,2,
Wrestling,IRI,Bronze,15,
Wrestling,IRI,Gold,5,
Wrestling,IRI,Silver,12,
Wrestling,ITA,Bronze,9,
Wrestling,ITA,Gold,7,
Wrestling,ITA,Silver,4,
Wrestling,JPN,Bronze,15,
Wrestling,JPN,Gold,24,
Wrestling,JPN,Silver,17,
Wrestling,KAZ,Bronze,6,
Wrestling,KAZ,Gold,1,
Wrestling,KAZ,Silver,4,
Wrestling,KGZ,Bronze,1,
Wrestling,KGZ,Silver,1,
Wrestling,KOR,Bronze,13,
Wrestling,KOR,Gold,10,
Wrestling,KOR,Silver,11,
Wrestling,LAT,Silver,1,
Wrestling,LIB,Bronze,2,
Wrestling,LIB,Silver,1,
Wrestling,LTU,Bronze,1,
Wrestling,MDA,Bronze,1,
Wrestling,MEX,Silver,1,
Wrestling,MGL,Bronze,4,
Wrestling,MGL,Silver,4,
Wrestling,MKD,Bronze,1,
Wrestling,NOR,Bronze,1,
Wrestling,NOR,Gold,2,
Wrestling,NOR,Silver,2,
Wrestling,PAK,Bronze,1,
Wrestling,POL,Bronze,10,
Wrestling,POL,Gold,5,
Wrestling,POL,Silver,9,
Wrestling,PRK,Bronze,4,
Wrestling,PRK,Gold,3,
Wrestling,PRK,Silver,2,
Wrestling,ROU,Bronze,17,
Wrestling,ROU,Gold,7,
Wrestling,ROU,Silver,8,
Wrestling,RU1,Silver,3,
Wrestling,RUS,Bronze,8,
Wrestling,RUS,Gold,21,
Wrestling,RUS,Silver,8,
Wrestling,SUI,Bronze,6,
Wrestling,SUI,Gold,4,
Wrestling,SUI,Silver,4,
Wrestling,SVK,Bronze,1,
Wrestling,SWE,Bronze,27,
Wrestling,SWE,Gold,28,
Wrestling,SWE,Silver,27,
Wrestling,SYR,Silver,1,
Wrestling,TCH,Bronze,7,
Wrestling,TCH,Gold,1,
Wrestling,TCH,Silver,7,
Wrestling,TJK,Silver,1,
Wrestling,TUR,Bronze,13,
Wrestling,TUR,Gold,28,
Wrestling,TUR,Silver,16,
Wrestling,UKR,Bronze,6,
Wrestling,UKR,Gold,3,
Wrestling,UKR,Silver,4,
Wrestling,URS,Bronze,23,
Wrestling,URS,Gold,62,
Wrestling,URS,Silver,31,
Wrestling,USA,Bronze,32,
Wrestling,USA,Gold,50,
Wrestling,USA,Silver,43,
Wrestling,UZB,Gold,3,
Wrestling,UZB,Silver,3,
Wrestling,YUG,Bronze,6,
Wrestling,YUG,Gold,4,
Wrestling,YUG,Silver,6,
